"","driver","race","pit_in_elapsed_time","pit_in_lap_count","pit_in_leader_lap","pit_out_elapsed_time","pit_stop_type","pit_stop_duration","laps_remaining"
"2436","Kevin Harvick","TOYOTA OWNERS 400",7465.207,258,258,7505.609,"FOUR_WHEEL_CHANGE",11.5779,142
"2437","Kevin Harvick","TOYOTA OWNERS 400",8801.006,307,308,8840.801,"FOUR_WHEEL_CHANGE",11.2108,93
"2438","Kevin Harvick","TOYOTA OWNERS 400",9915.356,352,353,9954.5,"FOUR_WHEEL_CHANGE",10.7439,48
"2442","William Byron","TOYOTA OWNERS 400",2092.763,73,73,2136.98,"FOUR_WHEEL_CHANGE",15.7156,327
"2443","William Byron","TOYOTA OWNERS 400",3582.098,125,126,3622.993,"FOUR_WHEEL_CHANGE",11.6783,275
"2444","William Byron","TOYOTA OWNERS 400",4909.645,178,178,4951.034,"FOUR_WHEEL_CHANGE",12.4337,222
"2445","William Byron","TOYOTA OWNERS 400",6394.439,233,233,6435.843,"FOUR_WHEEL_CHANGE",9.9763,167
"2446","William Byron","TOYOTA OWNERS 400",6992.421,247,247,7032.605,"FOUR_WHEEL_CHANGE",11.4444,153
"2447","William Byron","TOYOTA OWNERS 400",8868.014,310,310,8908.635,"FOUR_WHEEL_CHANGE",11.9114,90
"2451","Martin Truex Jr.","TOYOTA OWNERS 400",2093.513,73,73,2135.672,"FOUR_WHEEL_CHANGE",12.9457,327
"2452","Martin Truex Jr.","TOYOTA OWNERS 400",3528.998,123,123,3569.049,"FOUR_WHEEL_CHANGE",11.0443,277
"2453","Martin Truex Jr.","TOYOTA OWNERS 400",4822.438,175,175,4861.926,"FOUR_WHEEL_CHANGE",10.744,225
"2454","Martin Truex Jr.","TOYOTA OWNERS 400",6386.678,233,233,6426.694,"FOUR_WHEEL_CHANGE",11.0445,167
"2455","Martin Truex Jr.","TOYOTA OWNERS 400",7463.86,258,258,7503.519,"FOUR_WHEEL_CHANGE",10.8313,142
"2456","Martin Truex Jr.","TOYOTA OWNERS 400",9190.59,323,323,9230.211,"FOUR_WHEEL_CHANGE",10.4769,77
"2460","Kyle Larson","TOYOTA OWNERS 400",351.267,11,11,395.393,"FOUR_WHEEL_CHANGE",14.5476,389
"2461","Kyle Larson","TOYOTA OWNERS 400",2100.6,73,73,2141.457,"FOUR_WHEEL_CHANGE",12.1118,327
"2462","Kyle Larson","TOYOTA OWNERS 400",3659.128,128,129,3699.02,"FOUR_WHEEL_CHANGE",11.0778,272
"2463","Kyle Larson","TOYOTA OWNERS 400",4883.166,177,177,4922.482,"FOUR_WHEEL_CHANGE",10.6434,223
"2464","Kyle Larson","TOYOTA OWNERS 400",6391.28,233,233,6432.039,"FOUR_WHEEL_CHANGE",11.7548,167
"2465","Kyle Larson","TOYOTA OWNERS 400",7467.794,258,258,7507.81,"FOUR_WHEEL_CHANGE",11.0108,142
"2466","Kyle Larson","TOYOTA OWNERS 400",9172.358,322,323,9213.123,"FOUR_WHEEL_CHANGE",12.3448,78
"2470","Christopher Bell","TOYOTA OWNERS 400",2094.59,73,73,2134.96,"FOUR_WHEEL_CHANGE",11.4109,327
"2471","Christopher Bell","TOYOTA OWNERS 400",4299.072,154,154,4338.752,"FOUR_WHEEL_CHANGE",11.1443,246
"2472","Christopher Bell","TOYOTA OWNERS 400",6387.021,233,233,6428.326,"FOUR_WHEEL_CHANGE",12.7126,167
"2473","Christopher Bell","TOYOTA OWNERS 400",7464.511,258,258,7503.889,"FOUR_WHEEL_CHANGE",10.6892,142
"2474","Christopher Bell","TOYOTA OWNERS 400",8826.691,308,309,8868.287,"FOUR_WHEEL_CHANGE",13.1465,92
"2475","Christopher Bell","TOYOTA OWNERS 400",9919.087,352,353,9959.461,"FOUR_WHEEL_CHANGE",11.4489,48
"2479","Ryan Blaney","TOYOTA OWNERS 400",2092.486,73,73,2132.882,"FOUR_WHEEL_CHANGE",11.8117,327
"2480","Ryan Blaney","TOYOTA OWNERS 400",3648.983,128,128,3689.772,"FOUR_WHEEL_CHANGE",11.6449,272
"2481","Ryan Blaney","TOYOTA OWNERS 400",4826.8,175,175,4867.184,"FOUR_WHEEL_CHANGE",11.4113,225
"2482","Ryan Blaney","TOYOTA OWNERS 400",6389.721,233,233,6430.362,"FOUR_WHEEL_CHANGE",12.0116,167
"2483","Ryan Blaney","TOYOTA OWNERS 400",7465.602,258,258,7504.952,"FOUR_WHEEL_CHANGE",10.8438,142
"2484","Ryan Blaney","TOYOTA OWNERS 400",9146.041,321,322,9185.995,"FOUR_WHEEL_CHANGE",11.245,79
"2488","Alex Bowman","TOYOTA OWNERS 400",2100.213,73,73,2152.667,"FOUR_WHEEL_CHANGE",22.4025,327
"2489","Alex Bowman","TOYOTA OWNERS 400",3639.782,127,128,3681.755,"FOUR_WHEEL_CHANGE",12.7457,273
"2490","Alex Bowman","TOYOTA OWNERS 400",4863.913,176,177,4904.763,"FOUR_WHEEL_CHANGE",11.7779,224
"2491","Alex Bowman","TOYOTA OWNERS 400",6392.458,233,233,6435.631,"FOUR_WHEEL_CHANGE",13.6526,167
"2492","Alex Bowman","TOYOTA OWNERS 400",7467.094,258,258,7508.561,"FOUR_WHEEL_CHANGE",12.4788,142
"2493","Alex Bowman","TOYOTA OWNERS 400",9258.43,325,325,9298.574,"FOUR_WHEEL_CHANGE",11.2444,75
"2497","Kyle Busch","TOYOTA OWNERS 400",2093.815,73,73,2135.325,"FOUR_WHEEL_CHANGE",12.9459,327
"2498","Kyle Busch","TOYOTA OWNERS 400",3579.273,125,126,3619.89,"FOUR_WHEEL_CHANGE",11.5113,275
"2499","Kyle Busch","TOYOTA OWNERS 400",4829.142,175,175,4869.523,"FOUR_WHEEL_CHANGE",11.6449,225
"2500","Kyle Busch","TOYOTA OWNERS 400",6390.994,233,233,6429.568,"FOUR_WHEEL_CHANGE",10.0097,167
"2501","Kyle Busch","TOYOTA OWNERS 400",7464.813,258,258,7505.266,"FOUR_WHEEL_CHANGE",11.8449,142
"2502","Kyle Busch","TOYOTA OWNERS 400",9196.005,323,323,9235.875,"FOUR_WHEEL_CHANGE",10.9774,77
"2503","Kyle Busch","TOYOTA OWNERS 400",9873.116,350,351,9915.873,"FOUR_WHEEL_CHANGE",13.8803,50
"2508","Austin Dillon","TOYOTA OWNERS 400",4165.139,148,149,4207.907,"FOUR_WHEEL_CHANGE",13.1127,252
"2509","Austin Dillon","TOYOTA OWNERS 400",6452.432,234,234,6499.929,"FOUR_WHEEL_CHANGE",16.7501,166
"2510","Austin Dillon","TOYOTA OWNERS 400",6999.706,247,248,7048.04,"FOUR_WHEEL_CHANGE",15.2815,153
"2511","Austin Dillon","TOYOTA OWNERS 400",8828.822,308,309,8869.401,"FOUR_WHEEL_CHANGE",11.3449,92
"2512","Austin Dillon","TOYOTA OWNERS 400",9898.86,351,352,9939.595,"FOUR_WHEEL_CHANGE",11.5447,49
"2516","Chase Briscoe","TOYOTA OWNERS 400",2105.205,73,74,2147.786,"FOUR_WHEEL_CHANGE",13.1794,327
"2517","Chase Briscoe","TOYOTA OWNERS 400",3742.574,131,132,3784.207,"FOUR_WHEEL_CHANGE",12.7125,269
"2518","Chase Briscoe","TOYOTA OWNERS 400",4848.401,175,176,4889.413,"FOUR_WHEEL_CHANGE",12.1454,225
"2519","Chase Briscoe","TOYOTA OWNERS 400",6445.824,233,234,6486.473,"FOUR_WHEEL_CHANGE",11.8447,167
"2520","Chase Briscoe","TOYOTA OWNERS 400",7063.117,248,249,7108.254,"FOUR_WHEEL_CHANGE",13.613,152
"2521","Chase Briscoe","TOYOTA OWNERS 400",7473.326,258,258,7523.385,"FOUR_WHEEL_CHANGE",19.4523,142
"2522","Chase Briscoe","TOYOTA OWNERS 400",9179.686,322,323,9220.26,"FOUR_WHEEL_CHANGE",11.7774,78
"2526","Tyler Reddick","TOYOTA OWNERS 400",2099.691,73,73,2142.465,"FOUR_WHEEL_CHANGE",14.047,327
"2527","Tyler Reddick","TOYOTA OWNERS 400",3613.724,126,127,3654.418,"FOUR_WHEEL_CHANGE",12.0453,274
"2528","Tyler Reddick","TOYOTA OWNERS 400",4863.016,176,176,4902.595,"FOUR_WHEEL_CHANGE",11.0443,224
"2530","Tyler Reddick","TOYOTA OWNERS 400",6397.306,233,233,6438.644,"FOUR_WHEEL_CHANGE",12.3453,167
"2532","Tyler Reddick","TOYOTA OWNERS 400",7468.185,258,258,7508.919,"FOUR_WHEEL_CHANGE",11.2109,142
"2533","Tyler Reddick","TOYOTA OWNERS 400",8857.314,309,310,8897.416,"FOUR_WHEEL_CHANGE",11.7111,91
"2534","Tyler Reddick","TOYOTA OWNERS 400",9927.884,352,353,9966.726,"FOUR_WHEEL_CHANGE",10.6438,48
"2539","Brad Keselowski","TOYOTA OWNERS 400",2095.311,73,73,2137.168,"FOUR_WHEEL_CHANGE",12.0113,327
"2540","Brad Keselowski","TOYOTA OWNERS 400",3579.986,125,126,3622.029,"FOUR_WHEEL_CHANGE",12.8125,275
"2541","Brad Keselowski","TOYOTA OWNERS 400",4859.089,176,176,4901.073,"FOUR_WHEEL_CHANGE",12.6461,224
"2542","Brad Keselowski","TOYOTA OWNERS 400",6391.992,233,233,6432.91,"FOUR_WHEEL_CHANGE",11.4447,167
"2543","Brad Keselowski","TOYOTA OWNERS 400",7467.484,258,258,7507.875,"FOUR_WHEEL_CHANGE",11.6781,142
"2544","Brad Keselowski","TOYOTA OWNERS 400",8858.618,309,310,8900.888,"FOUR_WHEEL_CHANGE",13.0425,91
"2545","Brad Keselowski","TOYOTA OWNERS 400",9758.468,345,346,9799.682,"FOUR_WHEEL_CHANGE",11.1109,55
"2549","Chase Elliott","TOYOTA OWNERS 400",2094.231,73,73,2134.337,"FOUR_WHEEL_CHANGE",11.1442,327
"2550","Chase Elliott","TOYOTA OWNERS 400",3701.86,130,130,3742.214,"FOUR_WHEEL_CHANGE",11.0442,270
"2551","Chase Elliott","TOYOTA OWNERS 400",4827.12,175,175,4867.205,"FOUR_WHEEL_CHANGE",10.8773,225
"2552","Chase Elliott","TOYOTA OWNERS 400",6390.153,233,233,6430.404,"FOUR_WHEEL_CHANGE",11.4444,167
"2553","Chase Elliott","TOYOTA OWNERS 400",7465.921,258,258,7505.972,"FOUR_WHEEL_CHANGE",11.5112,142
"2554","Chase Elliott","TOYOTA OWNERS 400",8810.836,307,308,8852.578,"FOUR_WHEEL_CHANGE",12.2453,93
"2555","Chase Elliott","TOYOTA OWNERS 400",9929.244,352,353,9969.988,"FOUR_WHEEL_CHANGE",10.9774,48
"2559","Chris Buescher","TOYOTA OWNERS 400",2101.178,73,73,2142.503,"FOUR_WHEEL_CHANGE",11.7452,327
"2560","Chris Buescher","TOYOTA OWNERS 400",3581.44,125,126,3622.229,"FOUR_WHEEL_CHANGE",11.5115,275
"2561","Chris Buescher","TOYOTA OWNERS 400",4834.786,175,176,4876.759,"FOUR_WHEEL_CHANGE",12.9462,225
"2562","Chris Buescher","TOYOTA OWNERS 400",6393.815,233,233,6435.677,"FOUR_WHEEL_CHANGE",12.9792,167
"2563","Chris Buescher","TOYOTA OWNERS 400",6991.328,247,247,7033.96,"FOUR_WHEEL_CHANGE",13.2579,153
"2564","Chris Buescher","TOYOTA OWNERS 400",7468.643,258,258,7513.682,"OTHER",15.2482,142
"2565","Chris Buescher","TOYOTA OWNERS 400",8490.231,294,295,8530.958,"FOUR_WHEEL_CHANGE",11.845,106
"2566","Chris Buescher","TOYOTA OWNERS 400",9806.822,347,348,9847.682,"FOUR_WHEEL_CHANGE",12.2119,53
"2570","Daniel Suarez","TOYOTA OWNERS 400",2104.565,73,74,2146.377,"FOUR_WHEEL_CHANGE",12.7128,327
"2571","Daniel Suarez","TOYOTA OWNERS 400",3617.769,126,127,3658.111,"FOUR_WHEEL_CHANGE",11.4728,274
"2572","Daniel Suarez","TOYOTA OWNERS 400",4891.987,177,178,4931.811,"FOUR_WHEEL_CHANGE",10.9772,223
"2573","Daniel Suarez","TOYOTA OWNERS 400",6399.942,233,234,6441.21,"FOUR_WHEEL_CHANGE",12.0285,167
"2574","Daniel Suarez","TOYOTA OWNERS 400",6994.37,247,247,7034.571,"FOUR_WHEEL_CHANGE",10.6102,153
"2575","Daniel Suarez","TOYOTA OWNERS 400",9178.039,322,323,9219.388,"FOUR_WHEEL_CHANGE",12.5456,78
"2578","Joey Logano","TOYOTA OWNERS 400",2095.003,73,73,2136.187,"FOUR_WHEEL_CHANGE",12.7122,327
"2579","Joey Logano","TOYOTA OWNERS 400",3677.782,129,129,3717.994,"FOUR_WHEEL_CHANGE",11.4443,271
"2580","Joey Logano","TOYOTA OWNERS 400",4850.802,176,176,4891.44,"FOUR_WHEEL_CHANGE",12.179,224
"2581","Joey Logano","TOYOTA OWNERS 400",6388.899,233,233,6428.963,"FOUR_WHEEL_CHANGE",11.5114,167
"2582","Joey Logano","TOYOTA OWNERS 400",7464.197,258,258,7544.052,"FOUR_WHEEL_CHANGE",51.1173,142
"2583","Joey Logano","TOYOTA OWNERS 400",9204.956,323,323,9246.192,"FOUR_WHEEL_CHANGE",12.3788,77
"2587","Harrison Burton","TOYOTA OWNERS 400",2103.329,73,73,2144.375,"FOUR_WHEEL_CHANGE",11.6111,327
"2588","Harrison Burton","TOYOTA OWNERS 400",3638.42,127,128,3678.633,"FOUR_WHEEL_CHANGE",11.3446,273
"2589","Harrison Burton","TOYOTA OWNERS 400",4863.487,176,177,4905.001,"FOUR_WHEEL_CHANGE",12.7462,224
"2590","Harrison Burton","TOYOTA OWNERS 400",6398.122,233,233,6439.161,"FOUR_WHEEL_CHANGE",11.3111,167
"2591","Harrison Burton","TOYOTA OWNERS 400",7469.034,258,258,7509.099,"FOUR_WHEEL_CHANGE",10.577,142
"2592","Harrison Burton","TOYOTA OWNERS 400",8835.356,308,309,8875.346,"FOUR_WHEEL_CHANGE",10.8913,92
"2593","Harrison Burton","TOYOTA OWNERS 400",9933.112,352,353,9974.13,"FOUR_WHEEL_CHANGE",11.8449,48
"2597","Ross Chastain","TOYOTA OWNERS 400",2093.105,73,73,2133.436,"FOUR_WHEEL_CHANGE",11.5824,327
"2598","Ross Chastain","TOYOTA OWNERS 400",3677.416,129,129,3716.903,"FOUR_WHEEL_CHANGE",10.9571,271
"2599","Ross Chastain","TOYOTA OWNERS 400",4803.869,174,175,4843.246,"FOUR_WHEEL_CHANGE",10.6478,226
"2600","Ross Chastain","TOYOTA OWNERS 400",6388.334,233,233,6428.48,"FOUR_WHEEL_CHANGE",11.4436,167
"2601","Ross Chastain","TOYOTA OWNERS 400",7466.785,258,258,7506.618,"FOUR_WHEEL_CHANGE",11.1633,142
"2602","Ross Chastain","TOYOTA OWNERS 400",9179.2,322,323,9218.613,"FOUR_WHEEL_CHANGE",10.9095,78
"2606","Austin Cindric","TOYOTA OWNERS 400",354.052,11,12,395.082,"FOUR_WHEEL_CHANGE",11.7781,389
"2607","Austin Cindric","TOYOTA OWNERS 400",2101.995,73,73,2143.18,"FOUR_WHEEL_CHANGE",11.8505,327
"2608","Austin Cindric","TOYOTA OWNERS 400",3612.393,126,127,3652.894,"FOUR_WHEEL_CHANGE",11.1111,274
"2609","Austin Cindric","TOYOTA OWNERS 400",4862.638,176,176,4906.218,"FOUR_WHEEL_CHANGE",14.3473,224
"2610","Austin Cindric","TOYOTA OWNERS 400",6399.378,233,234,6441.967,"FOUR_WHEEL_CHANGE",13.046,167
"2611","Austin Cindric","TOYOTA OWNERS 400",7477.547,258,259,7533.895,"FOUR_WHEEL_CHANGE",25.7254,142
"2612","Austin Cindric","TOYOTA OWNERS 400",9185.078,322,323,9226.866,"FOUR_WHEEL_CHANGE",11.7782,78
"2616","Aric Almirola","TOYOTA OWNERS 400",2102.358,73,73,2144.007,"FOUR_WHEEL_CHANGE",12.0122,327
"2617","Aric Almirola","TOYOTA OWNERS 400",4266.224,152,153,4306.584,"FOUR_WHEEL_CHANGE",11.3007,248
"2618","Aric Almirola","TOYOTA OWNERS 400",6447.306,233,234,6488.599,"FOUR_WHEEL_CHANGE",12.0981,167
"2619","Aric Almirola","TOYOTA OWNERS 400",7056.046,247,248,7097.09,"FOUR_WHEEL_CHANGE",12.0449,153
"2620","Aric Almirola","TOYOTA OWNERS 400",7526.732,258,259,7592.94,"OTHER",36.6775,142
"2621","Aric Almirola","TOYOTA OWNERS 400",8764.954,304,306,8804.85,"FOUR_WHEEL_CHANGE",11.0779,96
"2622","Aric Almirola","TOYOTA OWNERS 400",9910.799,350,352,9951.231,"FOUR_WHEEL_CHANGE",11.5447,50
"2626","Cole Custer","TOYOTA OWNERS 400",2155.864,74,74,2198.943,"FOUR_WHEEL_CHANGE",14.0805,326
"2627","Cole Custer","TOYOTA OWNERS 400",2232.741,75,76,2274.796,"OTHER",10.6104,325
"2628","Cole Custer","TOYOTA OWNERS 400",3696.499,129,130,3736.812,"FOUR_WHEEL_CHANGE",11.5113,271
"2629","Cole Custer","TOYOTA OWNERS 400",4850.256,175,176,4891.379,"FOUR_WHEEL_CHANGE",12.5125,225
"2630","Cole Custer","TOYOTA OWNERS 400",6446.669,233,234,6486.787,"FOUR_WHEEL_CHANGE",10.8575,167
"2631","Cole Custer","TOYOTA OWNERS 400",7525.499,258,259,7566.158,"FOUR_WHEEL_CHANGE",11.8786,142
"2632","Cole Custer","TOYOTA OWNERS 400",9011.743,314,316,9052.043,"FOUR_WHEEL_CHANGE",11.3582,86
"2633","Cole Custer","TOYOTA OWNERS 400",9987.017,353,355,10028.111,"FOUR_WHEEL_CHANGE",12.4455,47
"2637","Erik Jones","TOYOTA OWNERS 400",2099.287,73,73,2139.862,"FOUR_WHEEL_CHANGE",11.0105,327
"2638","Erik Jones","TOYOTA OWNERS 400",4059.993,144,145,4107.759,"FOUR_WHEEL_CHANGE",18.8852,256
"2639","Erik Jones","TOYOTA OWNERS 400",6450.233,233,234,6502.408,"FOUR_WHEEL_CHANGE",22.5215,167
"2640","Erik Jones","TOYOTA OWNERS 400",7058.285,247,249,7100.088,"FOUR_WHEEL_CHANGE",12.5786,153
"2641","Erik Jones","TOYOTA OWNERS 400",7525.887,258,259,7573.998,"FOUR_WHEEL_CHANGE",19.0858,142
"2642","Erik Jones","TOYOTA OWNERS 400",9211.228,322,324,9251.864,"FOUR_WHEEL_CHANGE",11.945,78
"2646","Ty Dillon","TOYOTA OWNERS 400",354.635,11,12,398.181,"FOUR_WHEEL_CHANGE",14.1471,389
"2647","Ty Dillon","TOYOTA OWNERS 400",2102.891,73,73,2145.828,"FOUR_WHEEL_CHANGE",12.8462,327
"2648","Ty Dillon","TOYOTA OWNERS 400",3684.479,129,130,3727.488,"FOUR_WHEEL_CHANGE",12.2122,271
"2649","Ty Dillon","TOYOTA OWNERS 400",4865.534,176,177,4908.196,"FOUR_WHEEL_CHANGE",12.767,224
"2650","Ty Dillon","TOYOTA OWNERS 400",6445.396,233,234,6487.382,"FOUR_WHEEL_CHANGE",12.7784,167
"2651","Ty Dillon","TOYOTA OWNERS 400",8896.749,309,311,8939.077,"FOUR_WHEEL_CHANGE",13.0828,91
"2655","Todd Gilliland","TOYOTA OWNERS 400",2105.902,73,74,2148.227,"FOUR_WHEEL_CHANGE",12.8795,327
"2656","Todd Gilliland","TOYOTA OWNERS 400",4253.51,151,153,4296.33,"FOUR_WHEEL_CHANGE",14.0138,249
"2657","Todd Gilliland","TOYOTA OWNERS 400",6447.021,232,234,6490.739,"FOUR_WHEEL_CHANGE",14.1131,168
"2658","Todd Gilliland","TOYOTA OWNERS 400",6581.972,234,237,6618.406,"OTHER",6.4063,166
"2659","Todd Gilliland","TOYOTA OWNERS 400",7059.514,246,249,7101.312,"FOUR_WHEEL_CHANGE",13.0458,154
"2660","Todd Gilliland","TOYOTA OWNERS 400",9313.818,325,328,9357.096,"FOUR_WHEEL_CHANGE",14.2485,75
"2664","Bubba Wallace","TOYOTA OWNERS 400",2106.594,73,74,2147.598,"FOUR_WHEEL_CHANGE",11.6452,327
"2665","Bubba Wallace","TOYOTA OWNERS 400",3641.208,127,128,3685.733,"FOUR_WHEEL_CHANGE",15.0813,273
"2666","Bubba Wallace","TOYOTA OWNERS 400",4845.967,175,176,4888.086,"FOUR_WHEEL_CHANGE",12.869,225
"2667","Bubba Wallace","TOYOTA OWNERS 400",6445.017,233,234,6486.768,"FOUR_WHEEL_CHANGE",12.7785,167
"2668","Bubba Wallace","TOYOTA OWNERS 400",6996.691,246,247,7039.587,"FOUR_WHEEL_CHANGE",13.1126,154
"2669","Bubba Wallace","TOYOTA OWNERS 400",8916.314,310,312,8962.4,"FOUR_WHEEL_CHANGE",15.7158,90
"2670","Bubba Wallace","TOYOTA OWNERS 400",9025.75,313,317,9070.701,"FOUR_WHEEL_CHANGE",15.1136,87
"2674","AJ Allmendinger","TOYOTA OWNERS 400",2151.51,73,74,2197.572,"FOUR_WHEEL_CHANGE",16.7495,327
"2675","AJ Allmendinger","TOYOTA OWNERS 400",3642.936,126,128,3685.578,"FOUR_WHEEL_CHANGE",13.3465,274
"2676","AJ Allmendinger","TOYOTA OWNERS 400",4896.04,176,178,4938.675,"FOUR_WHEEL_CHANGE",13.4128,224
"2677","AJ Allmendinger","TOYOTA OWNERS 400",6447.769,232,234,6489.584,"FOUR_WHEEL_CHANGE",12.6115,168
"2678","AJ Allmendinger","TOYOTA OWNERS 400",7526.359,257,259,7570.584,"FOUR_WHEEL_CHANGE",14.2139,143
"2679","AJ Allmendinger","TOYOTA OWNERS 400",8772.17,303,306,8813.968,"FOUR_WHEEL_CHANGE",12.913,97
"2680","AJ Allmendinger","TOYOTA OWNERS 400",9976.044,351,355,10018.812,"FOUR_WHEEL_CHANGE",13.8469,49
"2684","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",356.453,11,12,399.413,"FOUR_WHEEL_CHANGE",12.6791,389
"2685","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",2103.878,73,73,2146.499,"FOUR_WHEEL_CHANGE",13.1127,327
"2686","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",3672.658,128,129,3715.693,"FOUR_WHEEL_CHANGE",13.4463,272
"2687","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",4937.287,178,180,4978.801,"FOUR_WHEEL_CHANGE",12.5792,222
"2688","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",6451.809,233,234,6497.306,"FOUR_WHEEL_CHANGE",14.7471,167
"2689","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",7529.244,258,259,7604.837,"FOUR_WHEEL_CHANGE",44.9099,142
"2690","Ricky Stenhouse Jr.","TOYOTA OWNERS 400",9373.711,328,330,9438.18,"FOUR_WHEEL_CHANGE",34.6,72
"2695","Justin Haley","TOYOTA OWNERS 400",419.027,12,13,455.813,"OTHER",5.4053,388
"2696","Justin Haley","TOYOTA OWNERS 400",2107.489,73,74,2152.178,"FOUR_WHEEL_CHANGE",13.5803,327
"2697","Justin Haley","TOYOTA OWNERS 400",3666.941,128,129,3711.63,"FOUR_WHEEL_CHANGE",14.5811,272
"2698","Justin Haley","TOYOTA OWNERS 400",4874.517,176,177,4917.795,"FOUR_WHEEL_CHANGE",13.5129,224
"2699","Justin Haley","TOYOTA OWNERS 400",6449.693,233,234,6496.992,"FOUR_WHEEL_CHANGE",17.2495,167
"2700","Justin Haley","TOYOTA OWNERS 400",7527.079,258,259,7572.682,"FOUR_WHEEL_CHANGE",15.6489,142
"2701","Justin Haley","TOYOTA OWNERS 400",8840.909,307,309,8884.123,"FOUR_WHEEL_CHANGE",13.6133,93
"2702","Justin Haley","TOYOTA OWNERS 400",9945.127,351,354,10033.784,"FOUR_WHEEL_CHANGE",58.9912,49
"2706","Michael McDowell","TOYOTA OWNERS 400",1073.749,36,37,1114.009,"FOUR_WHEEL_CHANGE",11.6113,364
"2707","Michael McDowell","TOYOTA OWNERS 400",2152.503,73,74,2213.894,"FOUR_WHEEL_CHANGE",32.0982,327
"2708","Michael McDowell","TOYOTA OWNERS 400",4307.158,152,154,4347.956,"FOUR_WHEEL_CHANGE",12.0453,248
"2709","Michael McDowell","TOYOTA OWNERS 400",6448.324,231,234,6494.013,"FOUR_WHEEL_CHANGE",16.2818,169
"2710","Michael McDowell","TOYOTA OWNERS 400",7060.195,245,249,7109.162,"FOUR_WHEEL_CHANGE",19.3223,155
"2711","Michael McDowell","TOYOTA OWNERS 400",9448.765,329,333,9491.22,"FOUR_WHEEL_CHANGE",13.7796,71
"2715","Corey LaJoie","TOYOTA OWNERS 400",2153.606,73,74,2200.184,"FOUR_WHEEL_CHANGE",16.4982,327
"2716","Corey LaJoie","TOYOTA OWNERS 400",2233.18,74,76,2271.292,"OTHER",7.1402,326
"2717","Corey LaJoie","TOYOTA OWNERS 400",3657.554,126,129,3699.487,"FOUR_WHEEL_CHANGE",11.7784,274
"2718","Corey LaJoie","TOYOTA OWNERS 400",4829.447,172,175,4870.245,"FOUR_WHEEL_CHANGE",11.4782,228
"2719","Corey LaJoie","TOYOTA OWNERS 400",6444.714,230,234,6487.358,"FOUR_WHEEL_CHANGE",13.4791,170
"2720","Corey LaJoie","TOYOTA OWNERS 400",7528.206,255,259,7569.775,"FOUR_WHEEL_CHANGE",11.9789,145
"2721","Corey LaJoie","TOYOTA OWNERS 400",8826.176,303,309,8877.272,"FOUR_WHEEL_CHANGE",21.8882,97
"2723","Corey LaJoie","TOYOTA OWNERS 400",9789.067,340,347,9832.263,"FOUR_WHEEL_CHANGE",13.7468,60
"2727","Landon Cassill","TOYOTA OWNERS 400",2153.943,73,74,2196.818,"FOUR_WHEEL_CHANGE",14.214,327
"2728","Landon Cassill","TOYOTA OWNERS 400",3565.139,122,125,3607.202,"FOUR_WHEEL_CHANGE",13.573,278
"2729","Landon Cassill","TOYOTA OWNERS 400",4772.059,169,173,4815.652,"FOUR_WHEEL_CHANGE",15.2149,231
"2731","Landon Cassill","TOYOTA OWNERS 400",6450.671,228,234,6493.119,"FOUR_WHEEL_CHANGE",13.2536,172
"2732","Landon Cassill","TOYOTA OWNERS 400",7529.643,253,259,7579.461,"FOUR_WHEEL_CHANGE",20.3865,147
"2733","Landon Cassill","TOYOTA OWNERS 400",8907.365,304,312,8951.976,"FOUR_WHEEL_CHANGE",13.7807,96
"2734","Landon Cassill","TOYOTA OWNERS 400",9962.295,345,354,10003.971,"FOUR_WHEEL_CHANGE",12.7458,55
"2738","JJ Yeley","TOYOTA OWNERS 400",2150.55,72,74,2195.786,"FOUR_WHEEL_CHANGE",15.3148,328
"2739","JJ Yeley","TOYOTA OWNERS 400",4001.753,138,143,4044.287,"FOUR_WHEEL_CHANGE",13.2797,262
"2740","JJ Yeley","TOYOTA OWNERS 400",5157.884,183,189,5201.126,"FOUR_WHEEL_CHANGE",13.6132,217
"2741","JJ Yeley","TOYOTA OWNERS 400",6449.002,228,234,6497.84,"FOUR_WHEEL_CHANGE",18.851,172
"2742","JJ Yeley","TOYOTA OWNERS 400",9125.233,312,321,9167.478,"FOUR_WHEEL_CHANGE",13.1128,88
"2743","JJ Yeley","TOYOTA OWNERS 400",10451.569,364,374,10493.97,"FOUR_WHEEL_CHANGE",13.3464,36
"2747","BJ McLeod","TOYOTA OWNERS 400",2151.999,72,74,2198.497,"FOUR_WHEEL_CHANGE",15.6487,328
"2748","BJ McLeod","TOYOTA OWNERS 400",3828.903,131,136,3874.061,"FOUR_WHEEL_CHANGE",14.8479,269
"2749","BJ McLeod","TOYOTA OWNERS 400",5228.252,185,191,5279.627,"FOUR_WHEEL_CHANGE",20.3863,215
"2750","BJ McLeod","TOYOTA OWNERS 400",6451.275,227,234,6495.972,"FOUR_WHEEL_CHANGE",15.0151,173
"2751","BJ McLeod","TOYOTA OWNERS 400",8934.484,303,313,8982.134,"FOUR_WHEEL_CHANGE",15.0128,97
