"","driver","race","pit_in_elapsed_time","pit_in_lap_count","pit_in_leader_lap","pit_out_elapsed_time","pit_stop_type","pit_stop_duration","laps_remaining"
"2068","Austin Cindric","Folds of Honor QuikTrip 500",6704.133,150,151,6744.055,"TWO_WHEEL_CHANGE_LEFT",8.9087,175
"2069","Austin Cindric","Folds of Honor QuikTrip 500",8833.907,200,202,8854.325,"OTHER",15,125
"2072","Kyle Busch","Folds of Honor QuikTrip 500",1931.777,46,46,1968.518,"TWO_WHEEL_CHANGE_RIGHT",8.4416,279
"2073","Kyle Busch","Folds of Honor QuikTrip 500",4272.687,101,102,4353.762,"FOUR_WHEEL_CHANGE",54.1201,224
"2074","Kyle Busch","Folds of Honor QuikTrip 500",4461.935,103,104,4560.862,"OTHER",71.6706,222
"2075","Kyle Busch","Folds of Honor QuikTrip 500",4750.292,106,106,4848.709,"OTHER",71.5029,219
"2077","Kyle Busch","Folds of Honor QuikTrip 500",6272.848,146,146,6765.377,"OTHER",465.3885,179
"2078","Kyle Busch","Folds of Honor QuikTrip 500",6827.365,147,152,6866.152,"FOUR_WHEEL_CHANGE",11.8451,178
"2080","Kyle Busch","Folds of Honor QuikTrip 500",7146.378,150,158,7332.408,"OTHER",167.0324,175
"2084","Cole Custer","Folds of Honor QuikTrip 500",1052.493,26,27,1095.872,"FOUR_WHEEL_CHANGE",16.7166,299
"2085","Cole Custer","Folds of Honor QuikTrip 500",1938.91,46,46,1981.269,"FOUR_WHEEL_CHANGE",13.8134,279
"2086","Cole Custer","Folds of Honor QuikTrip 500",3866.774,96,96,3936.491,"OTHER",41.1406,229
"2087","Cole Custer","Folds of Honor QuikTrip 500",4652.179,105,105,4691.217,"FOUR_WHEEL_CHANGE",12.4122,220
"2088","Cole Custer","Folds of Honor QuikTrip 500",6187.652,145,146,6254.375,"FOUR_WHEEL_CHANGE",37.1023,180
"2089","Cole Custer","Folds of Honor QuikTrip 500",6305.081,146,147,6627.446,"OTHER",294.0887,179
"2090","Cole Custer","Folds of Honor QuikTrip 500",6948.977,150,154,6957.419,"OTHER",15,175
"2093","Austin Dillon","Folds of Honor QuikTrip 500",1933.424,46,46,1969.37,"TWO_WHEEL_CHANGE_RIGHT",8.5418,279
"2103","Ty Dillon","Folds of Honor QuikTrip 500",1049.759,26,27,1093.343,"FOUR_WHEEL_CHANGE",16.7499,299
"2104","Ty Dillon","Folds of Honor QuikTrip 500",1937.879,46,46,1996.953,"FOUR_WHEEL_CHANGE",22.5857,279
"2105","Ty Dillon","Folds of Honor QuikTrip 500",2053.034,47,48,2134.782,"OTHER",53.8523,278
"2106","Ty Dillon","Folds of Honor QuikTrip 500",3868.675,96,97,3907.519,"FOUR_WHEEL_CHANGE",11.8784,229
"2107","Ty Dillon","Folds of Honor QuikTrip 500",4304.832,101,102,4825.385,"FOUR_WHEEL_CHANGE",488.0991,224
"2112","Ross Chastain","EchoPark Automotive Grand Prix",1757.868,12,12,1800.177,"FOUR_WHEEL_CHANGE",12.4934,57
"2113","Ross Chastain","EchoPark Automotive Grand Prix",4106.784,27,27,4148.527,"FOUR_WHEEL_CHANGE",11.3883,42
"2114","Ross Chastain","EchoPark Automotive Grand Prix",6829.357,41,41,6871.517,"FOUR_WHEEL_CHANGE",11.9941,28
"2117","Alex Bowman","EchoPark Automotive Grand Prix",2322.895,15,15,2366.454,"FOUR_WHEEL_CHANGE",13.4127,54
"2118","Alex Bowman","EchoPark Automotive Grand Prix",3990.666,26,27,4031.941,"FOUR_WHEEL_CHANGE",11.6109,43
"2119","Alex Bowman","EchoPark Automotive Grand Prix",6831.896,41,41,6873.171,"FOUR_WHEEL_CHANGE",11.3075,28
"2127","Christopher Bell","EchoPark Automotive Grand Prix",1630.573,11,12,1674.675,"FOUR_WHEEL_CHANGE",13.9136,58
"2128","Christopher Bell","EchoPark Automotive Grand Prix",3980.954,26,26,4024.204,"FOUR_WHEEL_CHANGE",12.8121,43
"2129","Christopher Bell","EchoPark Automotive Grand Prix",5990.386,36,36,6135.902,"OTHER",114.774,33
"2130","Christopher Bell","EchoPark Automotive Grand Prix",6403.148,38,40,6522.037,"OTHER",88.524,31
"2131","Christopher Bell","EchoPark Automotive Grand Prix",6957.58,41,42,7126.273,"OTHER",138.3759,28
"2132","Christopher Bell","EchoPark Automotive Grand Prix",7558.913,44,45,7655.019,"FOUR_WHEEL_CHANGE",65.4509,25
"2133","Christopher Bell","EchoPark Automotive Grand Prix",8802.279,52,53,8844.79,"FOUR_WHEEL_CHANGE",11.7782,17
"2137","Chase Elliott","EchoPark Automotive Grand Prix",2324.592,15,15,2366.895,"FOUR_WHEEL_CHANGE",11.9447,54
"2138","Chase Elliott","EchoPark Automotive Grand Prix",3989.467,26,27,4030.896,"FOUR_WHEEL_CHANGE",11.5113,43
"2139","Chase Elliott","EchoPark Automotive Grand Prix",6830.747,41,41,6876.278,"FOUR_WHEEL_CHANGE",15.8774,28
"2143","Tyler Reddick","EchoPark Automotive Grand Prix",1755.876,12,12,1796.65,"FOUR_WHEEL_CHANGE",10.8944,57
"2144","Tyler Reddick","EchoPark Automotive Grand Prix",4113.55,27,27,4158.477,"FOUR_WHEEL_CHANGE",15.2154,42
"2145","Tyler Reddick","EchoPark Automotive Grand Prix",6831.085,41,41,6872.422,"FOUR_WHEEL_CHANGE",11.1441,28
"2149","Ryan Blaney","EchoPark Automotive Grand Prix",2322.49,15,15,2367.843,"FOUR_WHEEL_CHANGE",14.7474,54
"2150","Ryan Blaney","EchoPark Automotive Grand Prix",6831.562,41,41,6881.038,"FOUR_WHEEL_CHANGE",18.2496,28
"2154","Martin Truex Jr.","EchoPark Automotive Grand Prix",1639.388,11,12,1683.369,"FOUR_WHEEL_CHANGE",13.1795,58
"2155","Martin Truex Jr.","EchoPark Automotive Grand Prix",3985.744,26,27,4027.82,"FOUR_WHEEL_CHANGE",12.0452,43
"2156","Martin Truex Jr.","EchoPark Automotive Grand Prix",6832.245,41,41,6875.432,"FOUR_WHEEL_CHANGE",12.474,28
"2157","Martin Truex Jr.","EchoPark Automotive Grand Prix",8789.979,52,53,8831.785,"FOUR_WHEEL_CHANGE",11.4786,17
"2161","Austin Cindric","EchoPark Automotive Grand Prix",1753.77,12,12,1795.495,"FOUR_WHEEL_CHANGE",11.4656,57
"2162","Austin Cindric","EchoPark Automotive Grand Prix",4107.07,27,27,4148.952,"FOUR_WHEEL_CHANGE",11.5207,42
"2163","Austin Cindric","EchoPark Automotive Grand Prix",5570.298,34,34,5611.891,"FOUR_WHEEL_CHANGE",11.1779,35
"2164","Austin Cindric","EchoPark Automotive Grand Prix",6837.314,41,41,6874.669,"OTHER",5.771,28
"2165","Austin Cindric","EchoPark Automotive Grand Prix",9844.103,57,57,9885.456,"FOUR_WHEEL_CHANGE",11.0077,12
"2169","Erik Jones","EchoPark Automotive Grand Prix",1642.504,11,12,1685.41,"FOUR_WHEEL_CHANGE",12.6443,58
"2170","Erik Jones","EchoPark Automotive Grand Prix",3987.097,26,27,4028.907,"FOUR_WHEEL_CHANGE",12.2115,43
"2171","Erik Jones","EchoPark Automotive Grand Prix",6759.219,40,41,6949.655,"TWO_WHEEL_CHANGE_RIGHT",150.055,29
"2172","Erik Jones","EchoPark Automotive Grand Prix",7659.848,44,45,7748.938,"OTHER",55.5217,25
"2173","Erik Jones","EchoPark Automotive Grand Prix",8828.145,52,53,8871.216,"FOUR_WHEEL_CHANGE",12.2453,17
"2177","Austin Dillon","EchoPark Automotive Grand Prix",1643.47,11,12,1686.8,"FOUR_WHEEL_CHANGE",12.6457,58
"2178","Austin Dillon","EchoPark Automotive Grand Prix",2337.131,15,15,2386.94,"FOUR_WHEEL_CHANGE",15.9151,54
"2179","Austin Dillon","EchoPark Automotive Grand Prix",4666.149,30,30,4708.585,"FOUR_WHEEL_CHANGE",11.6448,39
"2180","Austin Dillon","EchoPark Automotive Grand Prix",6839.88,41,41,6879.334,"OTHER",6.1359,28
"2181","Austin Dillon","EchoPark Automotive Grand Prix",9226.712,54,54,9269.521,"FOUR_WHEEL_CHANGE",12.9794,15
"2185","Kevin Harvick","EchoPark Automotive Grand Prix",1633.965,11,12,1686.509,"FOUR_WHEEL_CHANGE",21.9215,58
"2186","Kevin Harvick","EchoPark Automotive Grand Prix",3988.267,26,27,4053.541,"FOUR_WHEEL_CHANGE",35.0166,43
"2187","Kevin Harvick","EchoPark Automotive Grand Prix",6834.548,41,41,6877.049,"FOUR_WHEEL_CHANGE",11.8796,28
"2188","Kevin Harvick","EchoPark Automotive Grand Prix",8794.981,52,53,8836.323,"FOUR_WHEEL_CHANGE",11.276,17
"2192","William Byron","EchoPark Automotive Grand Prix",1640.124,11,12,1682.821,"FOUR_WHEEL_CHANGE",12.5774,58
"2193","William Byron","EchoPark Automotive Grand Prix",4116.467,27,27,4157.851,"FOUR_WHEEL_CHANGE",11.7453,42
"2194","William Byron","EchoPark Automotive Grand Prix",4670.132,30,30,4714.003,"FOUR_WHEEL_CHANGE",13.5467,39
"2195","William Byron","EchoPark Automotive Grand Prix",6836.902,41,41,6880.443,"FOUR_WHEEL_CHANGE",12.7111,28
"2196","William Byron","EchoPark Automotive Grand Prix",9226.184,54,54,9270.211,"FOUR_WHEEL_CHANGE",14.1804,15
"2200","Michael McDowell","EchoPark Automotive Grand Prix",1650.371,11,12,1698.682,"FOUR_WHEEL_CHANGE",17.3822,58
"2202","Michael McDowell","EchoPark Automotive Grand Prix",4014.973,26,27,4073.477,"FOUR_WHEEL_CHANGE",27.1591,43
"2203","Michael McDowell","EchoPark Automotive Grand Prix",6836.601,41,41,6885.285,"FOUR_WHEEL_CHANGE",17.6455,28
"2207","Brad Keselowski","EchoPark Automotive Grand Prix",2327.278,15,15,2385.95,"FOUR_WHEEL_CHANGE",25.2574,54
"2208","Brad Keselowski","EchoPark Automotive Grand Prix",4673.795,30,30,4719.061,"FOUR_WHEEL_CHANGE",11.9741,39
"2209","Brad Keselowski","EchoPark Automotive Grand Prix",6840.933,41,41,6915.399,"FOUR_WHEEL_CHANGE",36.8033,28
"2210","Brad Keselowski","EchoPark Automotive Grand Prix",7557.243,44,45,7592.653,"OTHER",3.9029,25
"2211","Brad Keselowski","EchoPark Automotive Grand Prix",9230.464,54,54,9274.33,"FOUR_WHEEL_CHANGE",13.5131,15
"2215","Justin Haley","EchoPark Automotive Grand Prix",2324.252,15,15,2369.354,"FOUR_WHEEL_CHANGE",13.5128,54
"2216","Justin Haley","EchoPark Automotive Grand Prix",3995.397,26,27,4040.952,"FOUR_WHEEL_CHANGE",14.6611,43
"2217","Justin Haley","EchoPark Automotive Grand Prix",6833.729,41,41,6981.011,"FOUR_WHEEL_CHANGE",122.7516,28
"2221","Todd Gilliland","EchoPark Automotive Grand Prix",1644.402,11,12,1688.951,"FOUR_WHEEL_CHANGE",14.0987,58
"2222","Todd Gilliland","EchoPark Automotive Grand Prix",2343.658,15,15,2388.86,"FOUR_WHEEL_CHANGE",13.4422,54
"2223","Todd Gilliland","EchoPark Automotive Grand Prix",4004.043,26,27,4049.342,"FOUR_WHEEL_CHANGE",15.2816,43
"2224","Todd Gilliland","EchoPark Automotive Grand Prix",6838.642,41,41,6885.016,"FOUR_WHEEL_CHANGE",15.3958,28
"2225","Todd Gilliland","EchoPark Automotive Grand Prix",9229.564,54,54,9424.63,"FOUR_WHEEL_CHANGE",164.7545,15
"2229","Harrison Burton","EchoPark Automotive Grand Prix",2325.617,15,15,2371.584,"FOUR_WHEEL_CHANGE",14.1007,54
"2230","Harrison Burton","EchoPark Automotive Grand Prix",4666.617,30,30,4720.607,"FOUR_WHEEL_CHANGE",22.8894,39
"2231","Harrison Burton","EchoPark Automotive Grand Prix",6839.477,41,41,6884.225,"FOUR_WHEEL_CHANGE",12.1953,28
"2232","Harrison Burton","EchoPark Automotive Grand Prix",9840.383,57,57,9884.692,"FOUR_WHEEL_CHANGE",13.8466,12
"2236","Denny Hamlin","EchoPark Automotive Grand Prix",1629.599,11,12,1671.745,"FOUR_WHEEL_CHANGE",12.0369,58
"2237","Denny Hamlin","EchoPark Automotive Grand Prix",4664.323,30,30,4706.783,"FOUR_WHEEL_CHANGE",12.2743,39
"2238","Denny Hamlin","EchoPark Automotive Grand Prix",6834.096,41,41,6875.774,"FOUR_WHEEL_CHANGE",11.4771,28
"2239","Denny Hamlin","EchoPark Automotive Grand Prix",9225.727,54,54,9271.827,"FOUR_WHEEL_CHANGE",16.3825,15
"2240","Denny Hamlin","EchoPark Automotive Grand Prix",10984.425,63,63,11038.114,"FOUR_WHEEL_CHANGE",24.192,6
"2244","Aric Almirola","EchoPark Automotive Grand Prix",1648.361,11,12,1692.254,"FOUR_WHEEL_CHANGE",12.7368,58
"2245","Aric Almirola","EchoPark Automotive Grand Prix",4665.722,30,30,4708.216,"FOUR_WHEEL_CHANGE",11.5781,39
"2246","Aric Almirola","EchoPark Automotive Grand Prix",6837.799,41,41,6882.067,"FOUR_WHEEL_CHANGE",14.1042,28
"2247","Aric Almirola","EchoPark Automotive Grand Prix",8796.424,52,53,8838.898,"FOUR_WHEEL_CHANGE",11.4434,17
"2248","Aric Almirola","EchoPark Automotive Grand Prix",10313.021,59,60,10360.518,"FOUR_WHEEL_CHANGE",17.3137,10
"2249","Aric Almirola","EchoPark Automotive Grand Prix",10984.938,63,63,11027.82,"FOUR_WHEEL_CHANGE",12.0443,6
"2253","Ty Dillon","EchoPark Automotive Grand Prix",1656.973,11,12,1702.232,"FOUR_WHEEL_CHANGE",14.1807,58
"2254","Ty Dillon","EchoPark Automotive Grand Prix",4668.424,30,30,4710.867,"FOUR_WHEEL_CHANGE",11.2734,39
"2255","Ty Dillon","EchoPark Automotive Grand Prix",6841.626,41,41,6885.423,"FOUR_WHEEL_CHANGE",10.9766,28
"2256","Ty Dillon","EchoPark Automotive Grand Prix",8822.185,52,53,8867.505,"FOUR_WHEEL_CHANGE",12.612,17
"2257","Ty Dillon","EchoPark Automotive Grand Prix",9839.76,57,57,9923.009,"TWO_WHEEL_CHANGE_LEFT",50.8827,12
"2261","Chris Buescher","EchoPark Automotive Grand Prix",1638.124,11,12,1684.016,"FOUR_WHEEL_CHANGE",15.1467,58
"2262","Chris Buescher","EchoPark Automotive Grand Prix",3990.179,26,27,4041.907,"FOUR_WHEEL_CHANGE",21.2203,43
"2263","Chris Buescher","EchoPark Automotive Grand Prix",6835.135,41,41,6877.168,"FOUR_WHEEL_CHANGE",11.6113,28
"2267","Josh Bilicki","EchoPark Automotive Grand Prix",2328.074,15,15,2376.457,"FOUR_WHEEL_CHANGE",16.3821,54
"2268","Josh Bilicki","EchoPark Automotive Grand Prix",4669.656,30,30,4716.775,"FOUR_WHEEL_CHANGE",14.9103,39
"2269","Josh Bilicki","EchoPark Automotive Grand Prix",6843.763,41,41,6891.983,"FOUR_WHEEL_CHANGE",13.9268,28
"2270","Josh Bilicki","EchoPark Automotive Grand Prix",9233.466,54,54,9279.697,"FOUR_WHEEL_CHANGE",14.2684,15
"2271","Josh Bilicki","EchoPark Automotive Grand Prix",9842.225,57,57,9888.522,"OTHER",13.246,12
"2275","Cole Custer","EchoPark Automotive Grand Prix",1757.185,12,12,1799.533,"FOUR_WHEEL_CHANGE",11.6964,57
"2276","Cole Custer","EchoPark Automotive Grand Prix",4115.34,27,27,4159.133,"FOUR_WHEEL_CHANGE",12.9127,42
"2277","Cole Custer","EchoPark Automotive Grand Prix",6832.654,41,41,6877.983,"FOUR_WHEEL_CHANGE",13.0092,28
"2278","Cole Custer","EchoPark Automotive Grand Prix",8791.668,52,53,8834.448,"FOUR_WHEEL_CHANGE",12.544,17
"2282","Daniel Suarez","EchoPark Automotive Grand Prix",2322.043,15,15,2363.895,"FOUR_WHEEL_CHANGE",11.6777,54
"2283","Daniel Suarez","EchoPark Automotive Grand Prix",2819.089,17,18,2875.835,"FOUR_WHEEL_CHANGE",25.4912,52
"2284","Daniel Suarez","EchoPark Automotive Grand Prix",4689.202,30,31,4732.203,"FOUR_WHEEL_CHANGE",11.1777,39
"2285","Daniel Suarez","EchoPark Automotive Grand Prix",6835.641,41,41,6878.818,"FOUR_WHEEL_CHANGE",10.3379,28
"2286","Daniel Suarez","EchoPark Automotive Grand Prix",7548.267,44,44,7583.827,"OTHER",4.3044,25
"2287","Daniel Suarez","EchoPark Automotive Grand Prix",11465.351,65,65,11604.737,"FOUR_WHEEL_CHANGE",107.569,4
"2291","Kaz Grala","EchoPark Automotive Grand Prix",1662.416,11,12,1728.322,"FOUR_WHEEL_CHANGE",31.1627,58
"2292","Kaz Grala","EchoPark Automotive Grand Prix",4671.043,30,30,4723.694,"FOUR_WHEEL_CHANGE",21.5502,39
"2293","Kaz Grala","EchoPark Automotive Grand Prix",5575.451,34,34,5647.638,"FOUR_WHEEL_CHANGE",39.1179,35
"2294","Kaz Grala","EchoPark Automotive Grand Prix",6842.381,41,41,6896.831,"FOUR_WHEEL_CHANGE",20.6519,28
"2295","Kaz Grala","EchoPark Automotive Grand Prix",8808.722,52,53,8859.575,"FOUR_WHEEL_CHANGE",19.3853,17
"2296","Kaz Grala","EchoPark Automotive Grand Prix",9844.664,57,57,9884.958,"OTHER",8.3413,12
"2301","Boris Said","EchoPark Automotive Grand Prix",2348.002,15,16,2405.482,"FOUR_WHEEL_CHANGE",22.4888,54
"2302","Boris Said","EchoPark Automotive Grand Prix",4685.673,30,30,4740.009,"FOUR_WHEEL_CHANGE",21.1877,39
"2303","Boris Said","EchoPark Automotive Grand Prix",5577.599,34,34,5620.059,"OTHER",7.9411,35
"2304","Boris Said","EchoPark Automotive Grand Prix",6847.435,41,41,6897.784,"OTHER",12.3112,28
"2306","Boris Said","EchoPark Automotive Grand Prix",9245.292,54,55,9309.672,"FOUR_WHEEL_CHANGE",29.6303,15
"2310","Cody Ware","EchoPark Automotive Grand Prix",2349.554,15,16,2477.78,"FOUR_WHEEL_CHANGE",95.0318,54
"2312","Cody Ware","EchoPark Automotive Grand Prix",4687.428,30,31,4788.503,"FOUR_WHEEL_CHANGE",68.7825,39
"2313","Cody Ware","EchoPark Automotive Grand Prix",5152.421,32,33,5201.25,"FOUR_WHEEL_CHANGE",18.0387,37
"2314","Cody Ware","EchoPark Automotive Grand Prix",5580.967,34,35,5689.923,"OTHER",77.0328,35
"2315","Cody Ware","EchoPark Automotive Grand Prix",6845.428,41,41,6902.904,"FOUR_WHEEL_CHANGE",20.819,28
"2316","Cody Ware","EchoPark Automotive Grand Prix",7556.823,44,45,7592.343,"OTHER",4.4043,25
"2317","Cody Ware","EchoPark Automotive Grand Prix",9235.844,54,54,9287.595,"FOUR_WHEEL_CHANGE",20.2194,15
"2321","Kyle Busch","EchoPark Automotive Grand Prix",1655.232,11,12,1697.813,"FOUR_WHEEL_CHANGE",12.2521,58
"2322","Kyle Busch","EchoPark Automotive Grand Prix",4664.74,30,30,4707.259,"FOUR_WHEEL_CHANGE",12.479,39
"2323","Kyle Busch","EchoPark Automotive Grand Prix",6832.962,41,41,6874.182,"FOUR_WHEEL_CHANGE",10.9405,28
"2327","Kyle Larson","EchoPark Automotive Grand Prix",2323.645,15,15,2368.13,"FOUR_WHEEL_CHANGE",14.0468,54
"2328","Kyle Larson","EchoPark Automotive Grand Prix",3998.713,26,27,4041.561,"FOUR_WHEEL_CHANGE",12.9123,43
"2329","Kyle Larson","EchoPark Automotive Grand Prix",6833.264,41,41,6875.229,"FOUR_WHEEL_CHANGE",11.9737,28
"2330","Kyle Larson","EchoPark Automotive Grand Prix",9225.248,54,54,9266.874,"FOUR_WHEEL_CHANGE",11.7782,15
"2331","Kyle Larson","EchoPark Automotive Grand Prix",11471.737,65,65,11679.647,"FOUR_WHEEL_CHANGE",176.8042,4
"2335","Chase Briscoe","EchoPark Automotive Grand Prix",2325.113,15,15,2370.381,"FOUR_WHEEL_CHANGE",14.0191,54
"2336","Chase Briscoe","EchoPark Automotive Grand Prix",3992.519,26,27,4034.886,"FOUR_WHEEL_CHANGE",11.3824,43
"2337","Chase Briscoe","EchoPark Automotive Grand Prix",6830.391,41,41,6872.028,"FOUR_WHEEL_CHANGE",10.0396,28
"2338","Chase Briscoe","EchoPark Automotive Grand Prix",9829.059,57,57,9882.093,"FOUR_WHEEL_CHANGE",17.666,12
"2339","Chase Briscoe","EchoPark Automotive Grand Prix",11972.55,67,68,12019.629,"TWO_WHEEL_CHANGE_RIGHT",8.2083,2
"2343","Joey Logano","EchoPark Automotive Grand Prix",2323.335,15,15,2368.791,"FOUR_WHEEL_CHANGE",14.8354,54
"2344","Joey Logano","EchoPark Automotive Grand Prix",5564.736,34,34,5609.114,"FOUR_WHEEL_CHANGE",13.847,35
"2345","Joey Logano","EchoPark Automotive Grand Prix",6838.141,41,41,6876.509,"OTHER",6.7061,28
"2346","Joey Logano","EchoPark Automotive Grand Prix",7558.227,44,45,7662.082,"FOUR_WHEEL_CHANGE",71.7709,25
"2347","Joey Logano","EchoPark Automotive Grand Prix",9230.008,54,54,9271.292,"FOUR_WHEEL_CHANGE",11.3102,15
"2348","Joey Logano","EchoPark Automotive Grand Prix",9482.575,55,55,9517.943,"OTHER",5.4047,14
"2349","Joey Logano","EchoPark Automotive Grand Prix",11477.039,65,66,11606.054,"FOUR_WHEEL_CHANGE",96.0586,4
"2353","Kurt Busch","EchoPark Automotive Grand Prix",1637.592,11,12,1680.703,"FOUR_WHEEL_CHANGE",12.3118,58
"2354","Kurt Busch","EchoPark Automotive Grand Prix",2333.361,15,15,2427.333,"FOUR_WHEEL_CHANGE",62.2609,54
"2355","Kurt Busch","EchoPark Automotive Grand Prix",4671.61,30,30,4878.241,"FOUR_WHEEL_CHANGE",175.1247,39
"2356","Kurt Busch","EchoPark Automotive Grand Prix",6839.078,41,41,6889.028,"FOUR_WHEEL_CHANGE",19.2312,28
"2357","Kurt Busch","EchoPark Automotive Grand Prix",9227.613,54,54,9271.795,"FOUR_WHEEL_CHANGE",13.5321,15
"2358","Kurt Busch","EchoPark Automotive Grand Prix",11474.238,65,66,11583.716,"TWO_WHEEL_CHANGE_RIGHT",77.2764,4
"2368","AJ Allmendinger","EchoPark Automotive Grand Prix",1636.353,11,12,1680.434,"FOUR_WHEEL_CHANGE",13.1114,58
"2369","AJ Allmendinger","EchoPark Automotive Grand Prix",4110.231,27,27,4155.652,"FOUR_WHEEL_CHANGE",14.3813,42
"2370","AJ Allmendinger","EchoPark Automotive Grand Prix",6830.029,41,41,6873.84,"FOUR_WHEEL_CHANGE",11.9116,28
"2374","Loris Hezemans","EchoPark Automotive Grand Prix",2347.148,15,16,2404.232,"FOUR_WHEEL_CHANGE",23.9571,54
"2376","Loris Hezemans","EchoPark Automotive Grand Prix",4688.722,30,31,4738.684,"FOUR_WHEEL_CHANGE",17.9511,39
"2377","Loris Hezemans","EchoPark Automotive Grand Prix",6846.301,41,41,6901.639,"FOUR_WHEEL_CHANGE",18.6845,28
"2378","Loris Hezemans","EchoPark Automotive Grand Prix",7557.828,44,45,7594.34,"OTHER",4.1373,25
"2379","Loris Hezemans","EchoPark Automotive Grand Prix",8999.393,53,54,9049.545,"FOUR_WHEEL_CHANGE",17.1162,16
"2382","Joey Hand","EchoPark Automotive Grand Prix",1651.827,11,12,1704.39,"FOUR_WHEEL_CHANGE",20.0181,58
"2383","Joey Hand","EchoPark Automotive Grand Prix",3991.906,26,27,4038.189,"FOUR_WHEEL_CHANGE",16.2154,43
"2384","Joey Hand","EchoPark Automotive Grand Prix",5578.515,34,35,5627.72,"FOUR_WHEEL_CHANGE",17.584,35
"2385","Joey Hand","EchoPark Automotive Grand Prix",6840.596,41,41,6888.114,"FOUR_WHEEL_CHANGE",14.781,28
"2386","Joey Hand","EchoPark Automotive Grand Prix",7555.448,44,44,7594.953,"OTHER",6.9726,25
"2387","Joey Hand","EchoPark Automotive Grand Prix",10321.945,59,60,10425.669,"FOUR_WHEEL_CHANGE",59.5918,10
"2390","Corey LaJoie","EchoPark Automotive Grand Prix",1659.549,11,12,1704.832,"FOUR_WHEEL_CHANGE",13.7121,58
"2391","Corey LaJoie","EchoPark Automotive Grand Prix",4004.894,26,27,4047.947,"FOUR_WHEEL_CHANGE",12.1108,43
"2392","Corey LaJoie","EchoPark Automotive Grand Prix",4683.41,30,30,4743.479,"FOUR_WHEEL_CHANGE",24.0239,39
"2393","Corey LaJoie","EchoPark Automotive Grand Prix",6269.17,38,39,6314.455,"FOUR_WHEEL_CHANGE",14.3804,31
"2395","Corey LaJoie","EchoPark Automotive Grand Prix",6849.272,41,41,6896.004,"OTHER",9.175,28
"2396","Corey LaJoie","EchoPark Automotive Grand Prix",7320.821,43,44,7367.955,"FOUR_WHEEL_CHANGE",13.6134,26
"2397","Corey LaJoie","EchoPark Automotive Grand Prix",8808.047,52,53,8853.632,"FOUR_WHEEL_CHANGE",12.3783,17
"2400","Ricky Stenhouse Jr.","EchoPark Automotive Grand Prix",2326.529,15,15,2372.407,"FOUR_WHEEL_CHANGE",14.0673,54
"2401","Ricky Stenhouse Jr.","EchoPark Automotive Grand Prix",4668.964,30,30,4756.836,"FOUR_WHEEL_CHANGE",55.6842,39
"2402","Ricky Stenhouse Jr.","EchoPark Automotive Grand Prix",5574.213,34,34,5683.204,"FOUR_WHEEL_CHANGE",77.2101,35
"2403","Ricky Stenhouse Jr.","EchoPark Automotive Grand Prix",6843.157,41,41,6889.936,"FOUR_WHEEL_CHANGE",12.7854,28
"2407","Bubba Wallace","EchoPark Automotive Grand Prix",1635.825,11,12,1680.069,"FOUR_WHEEL_CHANGE",13.9753,58
"2408","Bubba Wallace","EchoPark Automotive Grand Prix",2332.931,15,15,2379.173,"OTHER",10.7104,54
"2409","Bubba Wallace","EchoPark Automotive Grand Prix",4667.261,30,30,4712.029,"FOUR_WHEEL_CHANGE",14.2469,39
"2410","Bubba Wallace","EchoPark Automotive Grand Prix",6836.117,41,41,6881.331,"FOUR_WHEEL_CHANGE",13.887,28
"2411","Bubba Wallace","EchoPark Automotive Grand Prix",7663.225,43,45,7729.037,"TWO_WHEEL_CHANGE_RIGHT",15,26
"2419","Andy Lally","EchoPark Automotive Grand Prix",2339.702,15,15,2402.383,"FOUR_WHEEL_CHANGE",28.1942,54
"2420","Andy Lally","EchoPark Automotive Grand Prix",2939.945,18,19,3005.822,"TWO_WHEEL_CHANGE_LEFT",30.8607,51
"2423","Denny Hamlin","TOYOTA OWNERS 400",2098.393,73,73,2139.078,"FOUR_WHEEL_CHANGE",11.5446,327
"2424","Denny Hamlin","TOYOTA OWNERS 400",4285.391,153,154,4325.643,"FOUR_WHEEL_CHANGE",11.5744,247
"2425","Denny Hamlin","TOYOTA OWNERS 400",6394.989,233,233,6436.099,"FOUR_WHEEL_CHANGE",12.1117,167
"2426","Denny Hamlin","TOYOTA OWNERS 400",6990.502,247,247,7029.962,"FOUR_WHEEL_CHANGE",10.7063,153
"2427","Denny Hamlin","TOYOTA OWNERS 400",7466.387,258,258,7506.316,"FOUR_WHEEL_CHANGE",10.944,142
"2428","Denny Hamlin","TOYOTA OWNERS 400",8846.698,309,309,8885.622,"FOUR_WHEEL_CHANGE",10.1721,91
"2429","Denny Hamlin","TOYOTA OWNERS 400",9938.396,353,353,9977.447,"FOUR_WHEEL_CHANGE",10.4006,47
"2432","Kevin Harvick","TOYOTA OWNERS 400",2097.916,73,73,2139.041,"FOUR_WHEEL_CHANGE",12.1535,327
"2433","Kevin Harvick","TOYOTA OWNERS 400",3609.541,126,127,3649.597,"FOUR_WHEEL_CHANGE",11.7221,274
"2434","Kevin Harvick","TOYOTA OWNERS 400",4831.863,175,176,4871.778,"FOUR_WHEEL_CHANGE",11.3112,225
"2435","Kevin Harvick","TOYOTA OWNERS 400",6390.612,233,233,6430.941,"FOUR_WHEEL_CHANGE",11.3777,167
